Date,Phone,Room,Campaign,CampaignId,User,MessageId,Message,Status,ReceivedAt,Cost,Type
"7/14/2025 2:55:23 PM","4921000001","Default","8","9008","hec_tre_san@hotmail.com","4087","dsad{ID} dsadsa{Teléfono} ","2","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4921000002","Default","8","9008","hec_tre_san@hotmail.com","4088","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9991000000","Default","8","9008","hec_tre_san@hotmail.com","4083","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9991000001","Default","8","9008","hec_tre_san@hotmail.com","4084","dsad{ID} dsadsa{Teléfono} ","4","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9991000002","Default","8","9008","hec_tre_san@hotmail.com","4085","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4921000000","Default","8","9008","hec_tre_san@hotmail.com","4086","dsad{ID} dsadsa{Teléfono} ","2","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2461000002","Default","8","9008","hec_tre_san@hotmail.com","4079","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2291000000","Default","8","9008","hec_tre_san@hotmail.com","4080","dsad{ID} dsadsa{Teléfono} ","4","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2291000001","Default","8","9008","hec_tre_san@hotmail.com","4081","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2291000002","Default","8","9008","hec_tre_san@hotmail.com","4082","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","8341000000","Default","8","9008","hec_tre_san@hotmail.com","4074","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","8341000001","Default","8","9008","hec_tre_san@hotmail.com","4075","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","8341000002","Default","8","9008","hec_tre_san@hotmail.com","4076","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2461000000","Default","8","9008","hec_tre_san@hotmail.com","4077","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2461000001","Default","8","9008","hec_tre_san@hotmail.com","4078","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6621000000","Default","8","9008","hec_tre_san@hotmail.com","4068","dsad{ID} dsadsa{Teléfono} ","3","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6621000001","Default","8","9008","hec_tre_san@hotmail.com","4069","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6621000002","Default","8","9008","hec_tre_san@hotmail.com","4070","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9931000000","Default","8","9008","hec_tre_san@hotmail.com","4071","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9931000001","Default","8","9008","hec_tre_san@hotmail.com","4072","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9931000002","Default","8","9008","hec_tre_san@hotmail.com","4073","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4441000001","Default","8","9008","hec_tre_san@hotmail.com","4063","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4441000002","Default","8","9008","hec_tre_san@hotmail.com","4064","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6671000000","Default","8","9008","hec_tre_san@hotmail.com","4065","dsad{ID} dsadsa{Teléfono} ","4","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6671000001","Default","8","9008","hec_tre_san@hotmail.com","4066","dsad{ID} dsadsa{Teléfono} ","2","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","6671000002","Default","8","9008","hec_tre_san@hotmail.com","4067","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9981000001","Default","8","9008","hec_tre_san@hotmail.com","4060","dsad{ID} dsadsa{Teléfono} ","2","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9981000002","Default","8","9008","hec_tre_san@hotmail.com","4061","dsad{ID} dsadsa{Teléfono} ","3","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4441000000","Default","8","9008","hec_tre_san@hotmail.com","4062","dsad{ID} dsadsa{Teléfono} ","1","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4421000000","Default","8","9008","hec_tre_san@hotmail.com","4056","dsad{ID} dsadsa{Teléfono} ","2","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4421000001","Default","8","9008","hec_tre_san@hotmail.com","4057","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","4421000002","Default","8","9008","hec_tre_san@hotmail.com","4058","dsad{ID} dsadsa{Teléfono} ","5","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","9981000000","Default","8","9008","hec_tre_san@hotmail.com","4059","dsad{ID} dsadsa{Teléfono} ","3","7/14/2025 2:55:23 PM","$0.02","Número corto"
"7/14/2025 2:55:23 PM","2221000000","Default","8","9008","hec_tre_san@hotmail.com","4053","dsad{ID} dsadsa{Teléfono} ","0","7/14/2025 2:55:23 PM","$0.02","Número corto"
